2499249150	556066472,555461025,1311530752,1309978138,529824961,512100477,1317457488,472141855,410055547,473817662,516587855,31967280,533246228,557602901,421203703,545962056,491950410,32192218,28993085,550654963,508917833,528270476,1295818610,550616199,536099137
2373987470	1472635536,1436636494,1442191755,1473580639,1450122687,1477644903,1382441642,1462683177,549800502,1473065798,1469227272,1468592035,1467685078,1467091748,865726571,1463917284,1428164998,1461579206,1456407220,1448241830,539277639,410654865,29544255,1343109819,1318115725,1432229658,1371721991,1370901308,29041788,1447299425,31578675,1434675401,1431393615,17346920,549941993,2870420,2311530,5189690,19035643,5221487,3026554,17174581,2409484,2728887,1877048,2921459,27566922,2499447,5172910,22843786,18801949,2311524,26753763,20090833,415967505,5179669,19027626,2319813,21702048,18214754,32922009,31750709,2786253,17584536,16439857,509721727,513376784,36388624,21702132,2590624,412902446,3583937,26282999,5221779,489911738,26766756,26688139,3026583
2313427124	31721425,33937527,33922813,30953054,29774609,34998386,34040716,36308122,34040720,33166668,30780431,31830308,448596416,28830409,29379951,34614937,416552507,444524688,33359018,29771215,408532777,29392893,29534449,31721420,33875177,433059656,41500546,33785920,30064291,32192216,28921655,27542857,29710964,405987145,36492599,408532744,29553031,28830411,33668273,32431632,30854947,30854966,406737893,33166666,457840567,30854833,33340727
2508501707	517713285,411314536,544247584,514054291,1315441719,2869430,29794305,3225942,17271127,17079969,33085120,17996962,3027939,2001272,563999356,31421326,516770190,518894598,25657418,28566207,1206941,30031245,32807006,28031112,1315440909,28143759,480769653,21120044,3550532,1702251,19453475,1986916,17950509,19572271,28402570,16429068,28661672,516823327
2301227992	26060065,1306507078,35847388,28639182,1401671455,3986017,1491585,26243686,436487129,1355147933,501133798,545350938,2001320,472045959,3986241,1371516984,1361348080,1310906383,22212233,517565384,423228325,18161816,31654478,2919622,425828457,461347998,4153366,28188171,401249910,30953009,440208476,28481189,34229234,1313107065,31356499,36990266,515453363,29787426,26199445,19542337,407839677,472361096,499274178,29750825,29722263,27759600,26092806,37653063,2740360,38592976,418602088,480426313,2866921,33035611,506196018,30394891,451703096
2341864198	1342860374,1336864892,1301572691,1305833290,425828458,520458889,501214124,462861207,434550621,505446704,511920199,521418548,470573851,486814446,490595595,551335118,493735638,35755596,427139370,29427689,34892790,514172983,477823010,497223143,504265491,473740476,484732372,520460557,431259967,415593033,1293953092,515822326,425137248,421563050
806065005	865040132,451701195,451701191,451701192,34380473,32648305,34380471,35032662,35032663,1315961687,438903741,451701186,436668687,1300632929,435289732,1315961674,451703193,436668683,452986715,451703189,428391758,474565960,464992736,487590670,487590669,487587667,487587666,487587665,487587664,487587662,487587661,488422842,476700402,452997608,467595978,487590667,474565896,452608381,471250091
2313779410	1373057202,1403407841,1403706791,1373057201,1405258469,1405000080,1403706490,1373054422,1401645505,1373113766,529824285,1397049852,1397324192,1385996004,1400178059,1403694644,1406084181,1406399285,1401820961,1381769948,1373054420,1304839472,1373057199,1372836821,1398524017,1402998682,1396082743,1404817509,1362158669,1399079054,1390786691,1396378750,1398788847,1403887319,1406648966,1407911610,1404826154,1403199736,1373057198
2090838082	447076645,474581010,456381024,27630615,31594436,36841721,28975820,448316067,36095115,29564556,423227267,27939608,458496375,470759584,405377879,472821147,451981574,26540914,403711591,32737829,467394056,476324907,437859387,421148741,458711387
2173169909	25727428,94682,5262094,244103,64561,1373100498,27598826,316678,28606102,405089429,217501,28493645,28642613,307115,5267006,5261521,28828440,26031148,26039322,26598212,30394403,297523,30398306,28391342,64355,28427258,37156099,328156,316397,27678741,5268108,421486605,255604,26902936,26418911,188212,186490,212652,67776,330107,332743,317149,213673,347722,65312,187564,190443,1419947751,1421528238,29593497,116869,194186,316938,26075326,26620779,4871718,110764,189841,190807,186421,276225,188451,172416,400162138,152426,34834450,299352,187066,191144,253190,110669,258684,316580,330207,29723041,94743,188618,349079,29723022,115502,282633,64566,254945,111106,64381,347511,30432207,64927,115403,191232,64453,115794,32835286,94576,188563,29343374,29343397,171269,29343376,64048,27591218,169703,188651,88971,186619,328218,191227,28009003,26620787,186760,301562,191469,28850289,188222,186453,152390,4871705,188459,113554,64517,277766,152266,188278,298089,171075,26075328,214029,4878033,331301,26620821,186562,170749,26524408,186436,186623,92428,194769,29723028,65642,29343372,376635,190803,64886,186471,186707,213355,189023,190380,186905,214333,188656,114142,113811,187408,187527,158739,310449,187374,316509,187402,113031,299741,194405,190563,186696,253924,115318,189155,282561,115391,25657581,234841,262911,346076,115040,188630,186699,213617,335191,188575,187392,117220,154749,187076,86223,171530,26390020,186689,26902928,188639,188489,5251908,35621002,158717,112678,112705,112712,555984413,5271858,4878117,194984,316517,188444,113444,5240138,274099,86477,26604429,279104,115569,316735,186899,115162,212376,328153,30245576,26304079,188878,94639,191560,188175,64833,65198,26584453,190270,316486,188204,64443,328169,86849,347355,256942,113764,188555,157121,190360,5282931,5282920,191171,66476,96194,34586038,26584442,156846,158655,4878120,193535,5256469,4878122,28838055,317868,86771,329925,26039333,27591204,212233,152391,153784,152392,110146,347443,346085,347758,347597,346069,346073,346075,346576,4878119,63914,189987,152428,27713963,28949444,347230,65766,308353,65923,308299,308169,64634,26353080,300136,224086,26467599,25639351,298258,298250,316756,25718007,135355,30148268,33471531,31889842,94714,5231283,188550,27867428,63892,118261,174122,26402069,28068315,28111647,29769143,317885,451473846,174120,299981,28111608,188376,299090,316654,25703028,94656,298655,25702173,25657578,223297,135184,135334,191528,191534,191046,316691,316498,188552,40140652,26902931,27867506,27534067,404184209,32705017,147030,305059,317245,523248272,27901932,34916656,28936574,306966,178993,25643032,244126,28403108,234252,299116,308166,316413,27483204,64922,66285,65800,65761,64625,27867449,65769,186331,64829,65915,65919,65863,65904,65758,64293,66282,28138170,28111634,28111625,188397,189161,28111648,28111642,189140,28111645,188788,299604,340659,26402072,26402065,340671,453268145,453185984,316637,27598818,316488,316686,316405,298495,298642,25639354,25702170,298262,25961007,331307,26902929,26902925,25657576,28391671,464293403,32450368,191510,82056,28406634,28068308,26896233,34169060,63661,94219,26402789,94755,29759373,27511491,280389,64274,34338902,25640674,467011305,66765,192384,25867317,223295,82338,94547,135327,28732234,25639206,308027,35307626,28152193,28718300,28274496,224133,25729105,32705019,26418879,229066,273596,38853722,192409,26429659,26577436,26062810,191548,26222115,224837,29379544,94545,308043,234225,25639202,27867503,188556,223917,224088,400075263,191508,316510,286737,407002484,34338900,171370,307963,135171,5260326,66743,178978,406475390,280388,406475388
